date,likes,views,comments,estimated_saves,estimated_shares,engagement_rate,video_url,caption,hashtags,mentions,manual_tags
2025-07-07,3039,6293,32,455,303,3829,https://scontent-den2-1.cdninstagram.com/o1/v/t16/f2/m86/AQMEDp9E8Q1Ek9oxH9muFtLREiUIs9yHTgWGnqKp0S9wovGDOyiL9uTRcvcST8aLioWT_Ru52F-45MJxw1B2TaRgLimaJau0dV8gZow.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=23881831364850809_368900352&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zNTQ5NEZDMkVEMkI3RDVDNkYwMDUxMzY2MEE4RjQ5M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTUVTdEI1Vk5xVjREbDBFQUs3TUZUZVk0bVJsYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpb%2ByIvFibI%2FFQIoAkMzLBdAGRBiTdLxqhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=cdaee8a640&ccb=9-4&oh=00_AfcUPHc7A-dQ_lrawpVaeor3xTX6f40gSoAM-I9olj1viw&oe=68E855D3&_nc_sid=10d13b,🫶🏽,,,
2025-07-04,573,2437,8,85,57,723,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQNv4frQnDtzH1Ha82D7hCE1x9SjU1jNOrK1TLinB3jp4ox33MuLNPPrOOCGzwqxu74pyZLYZLM5QVc-wkm0VMlkRof4_TZ7Xzu6kuI.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNTk2LmJhc2VsaW5lIn0&_nc_cat=102&vs=1277207647353104_2345101265&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80MzQ1RUEwREM3NkU1NEVDOUVCNjA2RDEwNkExQUFCRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSUM3cmg2VmdUUUNxdE1JQU8wYUlSQjl3Zk5PYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJprZhKSS7fA%2FFQIoAkMzLBdAGGZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=99b33db785&ccb=9-4&oh=00_AfcsHx0wX9JhPDfiqQLkJcIFojXbQmmdapIWksqQCKwr9A&oe=68E873BA&_nc_sid=10d13b,Oh and the funniest person alive x,,,
2025-07-10,754,2095,13,113,75,955,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQObDr_2BrGKqS6Jn8aqAnYTRxf2lDySlvJWaKv8YjxWgIIczRTNq73_hZO1yX6BOBCDUmEUbttAQodhgSP8SaBTNnnt9ruwUJJzqc4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=105&vs=709616001980234_1058563124&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82NTQzRjUzMkM4MURGNjY3N0U4NDJGREU3MEM2QjBBMV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR0Q4eEI0UGNDelFWb3dDQUZQUHhPQS1odTBCYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJoyYu%2Bv18Ls%2FFQIoAkMzLBdAH5mZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=b0b2a276b5&ccb=9-4&oh=00_AffFdPWrg0kwO6qUx-YeBoOeGJYSx773MYfhTnWW85nuCQ&oe=68E85403&_nc_sid=10d13b,kiss my a***,,,
2025-07-09,-1,2032,5,0,0,4,https://scontent-iad3-2.cdninstagram.com/o1/v/t16/f2/m86/AQOXfOYo6KEJ70dFtZjZHXFebXFsLKcc1_z9P5QFTx5o9uiN0bOA_MX3a7LSUVwtCu4IbeD4qcKmlNXhnai9SKucksxaanqTi5uEjGA.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=111&vs=2221114168331999_3923572221&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNzRENUYzRjU0QUE4QkQyMjkyMTA4ODU2QTM2OTJBRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQW5oNHg3LW0tci02dkFEQU9mLVhMQXJ4aWNnYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpSe7JXa4IVAFQIoAkMzLBdALgAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=bbadfbf535&ccb=9-4&oh=00_Afc1-gkF4Aa49laQt-BQ_4-QpoEPBTqIO5HD0pt-6UyNng&oe=68E8792F&_nc_sid=10d13b,My queen @iamcardib 🩷,,iamcardib,
2025-07-10,790,3222,12,118,79,999,https://scontent-lga3-2.cdninstagram.com/o1/v/t16/f2/m86/AQNn7qxix8rzZVx-ESg8Dc1tatxmP9UuD3r4BvaKdDO0Y1wut6mpO3wZqkOsN6VRd7q46sfJXsBdpOoRpUx3kwwNEVpHsU3t-dFkj8A.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNTc2LmJhc2VsaW5lIn0&_nc_cat=101&vs=24086174787711198_1107220067&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FNDQ5ODI3NjA4NENGMkQzNUNFOTZEN0FBQkVDODE5RF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQV9MOVI1ZE1ad1oyNVVIQUhwT3cxOE9WeDA2YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJq6W4%2BeWgpVAFQIoAkMzLBdAIGZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=3f55aa2fd0&ccb=9-4&oh=00_AfepYAA5Y_OJ2Fy1dNARfE8jdoUj-hVDdNPDwhgcW9kkVA&oe=68E85E22&_nc_sid=10d13b,🫶🏽🥰,,,
2025-06-15,501,3574,25,75,50,651,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQO_AWJ4UFC8FvEZHqeizTwcjuUCNnpa2CZbYFX9RtZykpemQ_Vi--uB-w9jS7TMMmKSu4Fe9GiSo5DPTvRYb_YX4PPrM5yMMZe7iP0.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=29911351501841469_3172628374&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83RjRDNTBBNjlDNDAwODc4NDFDNkNCNTk0RjA3MDBCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQzZ6UFI1bENlS2FFb01PQUtRQWlwQlZHWlZqYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqCN2tC806hAFQIoAkMzLBdAGEOVgQYk3RgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=ae16e36ae3&ccb=9-4&oh=00_AfcmJthzOe9bonENUlYtUzozjQx8ljwzbmE5qHRMb_TSgg&oe=68E8682C&_nc_sid=10d13b,I’ve spent €828292816 on them so far this holiday,,,
2025-06-10,17529,110835,124,2629,1752,22034,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQOiYzzA6j1b3T-Cc-Dq5cRiBa7TL-gseJEQ-EdFXP07OgVQWKd71fQkiKAiWMXSq4Rl6rkm29QyHyyGIKxpzLt9BgDk7Fg4_0qXte4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1233534218452957_764171292&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNDQ2MEM5Q0IzMUQ4RTVBNkVEMkQyQzE1NUQ2NjE4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRHZQSlI3VnVpWjNCSW9FQU5wT0VhZlhtaFF3YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJp72o4vZtcs%2FFQIoAkMzLBdAGRBiTdLxqhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=baa964759c&ccb=9-4&oh=00_AfedsMHO7-iSAYQRbgNeUw-X4FbNn2tzL0A3FRx3IrGjEQ&oe=68E860A3&_nc_sid=10d13b,🤩,,,
2025-06-24,1268,1100,16,190,126,1600,https://scontent-ord5-1.cdninstagram.com/o1/v/t16/f2/m86/AQONK_-ZUrrfYF79-pvmPzkuZbRz5fPAuRcXXQpF5q5RV4fU8UcJTJ3ptlj7RDZelBblFAshlDFZ0s3vHuoH19icQpD5lXYCmBErAR4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=1111353767493764_3148561533&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xNzQ0RDZGODJENUM2NkI4NTQ0MkYyNTBDQzU1MUI4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTy00akI3SE9YTE1PZ1VGQU5hVkk2dE9fY1VQYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJoSplMjmrKdAFQIoAkMzLBdAGgAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=a97f935d1e&ccb=9-4&oh=00_Afd1LNXPvxGMRwDKds71zYmkW9VhfqtwmGJ6RZbW8g6-0g&oe=68E87BE8&_nc_sid=10d13b,🩷,,,
2025-06-01,600,5268,24,90,60,774,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQNQn7ecch5OwOz7cCqBYVTOvok1ziJ_3dBayda_WEY__w9QgIkC56PnOg1YCTonb3e4N2fHNIzDJ5pRQCjYsb7pmFPYe8ys5H6owuY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=104&vs=1807841526795487_486343116&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84MTRBNjFEQTNCRTg1QzNEMTA2MDNEMEE0RUYyQUJBRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTkJRN2gwcFhoc2F5aHdIQU5Xb2VmT010MlpnYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtKWq%2BicobJAFQIoAkMzLBdAMkzMzMzMzRgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=d0967c73e2&ccb=9-4&oh=00_Afd-RbQ6Tyy_9aEjhurVM5u3uhmuxwzeTrnrjTxwACtUIA&oe=68E85FF1&_nc_sid=10d13b,And it will be too the day I 💀,,,
2025-06-20,947,3970,8,142,94,1191,https://scontent-phx1-1.cdninstagram.com/o1/v/t16/f2/m86/AQMVlZZIFR6bVvjz9KBBY_aVjECLM3pBrdrV1g46RFlWbOWLWpwIGfXBr3_KrS9rUS8OOcwjdC9qDY-1FQykvbOC7GKaMvkptheGPss.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1024920789397829_1485753203&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MjQwMjg4NUI0NDc2RUEyQzNDRkNCNUEyMjQ2MjRCQ192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSUhuVVI2Y1JZYVpmRHdDQUtKclVsWHJia1pfYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJvDvjMH%2BzZ5AFQIoAkMzLBdAFGZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=6ae7974265&ccb=9-4&oh=00_Afcw0Dtxu4kzy-LSDLBHT-HSFpm5rQEJ6DfpMRJAV-6lsw&oe=68E86E66&_nc_sid=10d13b,Happy ❤️,,,
2025-07-12,912,4422,17,136,91,1156,https://scontent-lax3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMeJbb3rLWjqQcSZy0Z7QlKyUgKDW_8c_hlRPiSpVwXk5julVfbMn2Z8y4QjxEoSeuqOG97QV2EKh67-lFsJID7HwMcrdJp0qPyiEc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=109&vs=1190989999497001_2711291111&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84QTRENjU4OUFCNzQ0NjY1OTZCMUVEMkEyQjMyOTdBN192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ24xMEI1NUpSZTMxNG9DQUNMN1JTQ3d0Y29GYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJo7%2B46nPzZpAFQIoAkMzLBdAF5mZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=e78d92bf0b&ccb=9-4&oh=00_AfdD4xg9VbwIplc5wxuTGm_9RTG1lFmRqbIDkWO9Fk8LeQ&oe=68E84B45&_nc_sid=10d13b,Man I dunno,,,
2025-06-16,990,6455,13,148,99,1250,https://scontent-msp1-1.cdninstagram.com/o1/v/t16/f2/m86/AQO3OCJKbh7s93BWR5i7Y4I9TyF66qDw75vKcXVr3dOgKrT8zr-32nPTOO3v7eOatEQL45Bo3ZkhGYFZqndXEjq4SiC9ewBnsw-o5Kk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=106&vs=1022862113367468_2676012613&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zMzREQzdGODIwMkE3NkE4MzA3MjFGNDYyMjVDRkQ4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSndETmg3eVhKNzRHYTREQU90ZEVTNVl3S2NjYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJo7v6PGd1JRAFQIoAkMzLBdAAAAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=eef518453e&ccb=9-4&oh=00_AffKFUiRKJV6UUUw0aDSB0ZrOTy0_tGA3f-i4wrmPlMGyw&oe=68E84EE0&_nc_sid=10d13b,⛱️❤️,,,
2025-06-25,3855,113261,26,578,385,4844,https://scontent-mia3-3.cdninstagram.com/o1/v/t16/f2/m86/AQOyeeShQ0_pQ38Y7Z1Gp81kfMZkTP_ROmjdvrjnb-wSo7M6sW5Fu1J99tKINdWJcEF7KmuaUWPuUjwVvHORHlsW2m9T6dZJmUK-aps.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNTc2LmJhc2VsaW5lIn0&_nc_cat=108&vs=1973526763448958_3092663637&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wODRFNzJGNTJBQTcwNjU1MzEzMzgwOEU2RDcwRkVCN192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRU9Gb0I3eXVJVUJqNVlDQURUTnJmSnFwRVFIYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJu6J496O6Z5AFQIoAkMzLBdAFGZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=71b0c61dd8&ccb=9-4&oh=00_AffR6aWAOWs-l2i2vz5wWMrjas1l26BeMdDfhqrATqrAMg&oe=68E84737&_nc_sid=10d13b,Me that 1% eats,,,
2025-07-13,2922,14137,32,438,292,3684,https://scontent-ord5-3.cdninstagram.com/o1/v/t16/f2/m86/AQPXFa_ahamSzV2wZVEnjx2Aa_QyPzbPeLh_f8d8cC_2dM_UI8-2LpbBZsvXPBUIA2M0L9dQhdgu3w_pFSSps0nwgZlVECVBIDy0gHk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=757230680034363_2498300476&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zQjRGQzEyRTM0QkJBQTBEQjI4QTYzRDA4RjIyNzA4Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTmluX1I2NGVlaS1aV1FFQUVJbWlSQWI5ZUlTYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJs67jP%2BXkrY%2FFQIoAkMzLBdACZmZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=56432d39e5&ccb=9-4&oh=00_AfdUVHmYWCnQBh_4oWjvyLEse3T1IY7TSaLU0fbeJqyJKw&oe=68E8578A&_nc_sid=10d13b,🥰😇🫶🏽,,,
2025-06-04,1116,2070,20,167,111,1414,https://scontent-gru1-2.cdninstagram.com/o1/v/t16/f2/m86/AQOubSd2mgluwpCYlCaUyeNL4oFiFcLzOPLiPGvbq92uqpXYGyj6ly2YQwAn24T0n9mstNbOi8ZN5GajI1Liqjmw7_a0YwABm70RWTU.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=595703866368026_853344497&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81ODQ0MkMwQTA2N0RBNkRFNTUzMzQ2QkQyMDdEM0Y4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT3FvRGg3TEhja2FIYUFJQUNEMWVqdUNOeWtJYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqrCnfrqn4dAFQIoAkMzLBdAJAAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=a3ddceb15b&ccb=9-4&oh=00_AfccGF7xZLH1j3uB1BNBNsvVQVBl3_DNLZgcTgZncJC0ug&oe=68E860E3&_nc_sid=10d13b,First day holiday feels,,,
2025-06-03,1302,1264,14,195,130,1641,https://scontent-ord5-2.cdninstagram.com/o1/v/t16/f2/m86/AQPJ65Lv1nap9dzYab55sMllz7BNlVwkngb3QOYdJtr2nWaND9wlRLd6YWq8-einfUnmrMq-LoS5KTxNmjVBXDJjj4Qpt4Brpt_Twdo.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuY2FuYXJ5LjM2MC5iYXNlbGluZSJ9&_nc_cat=104&vs=566244102939451_1127872849&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wMzQ0M0E2QzIwRjI0NTI1NDczRDY1MDE0ODdBODJCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSkxoLUIyd2ZKdi1LSVFIQU5KMjZrSGZ0bWdFYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsbwhbCwzNs%2FFQIoAkMzLBdADu2RaHKwIRgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=b65dd55533&ccb=9-4&oh=00_AfdcM5aDDLSUhAtgXoH6-821-vwPO0p8T_rrvY5a3EFddA&oe=68E860B4&_nc_sid=10d13b,🌸,,,
2025-05-18,1474,1111,27,221,147,1869,https://scontent-atl3-3.cdninstagram.com/o1/v/t16/f2/m86/AQPQ0Bv-ob8Mist5S_mL25loM_g5n3hE7KaImHjOjR66TLkaT_T5aEP4--2BUFKvUNUGUAV8-InjIx3yeB3LqPfkj7W4kV1RKhhPDdU.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1445355470179696_3204730102&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FMDQ3NzRFOTM2RUM4NTY0NkJFNjQ2QkI4RDg5REVCNl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTmxBcmgzN1VaX1VTVllFQUdOUzNMN01naUF3YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqLR7JWQ3t1BFQIoAkMzLBdALzMzMzMzMxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=76a9639b1e&ccb=9-4&oh=00_Afde9Kktdz_Fk62esnZhKAmCyMJQ_TjYoFNhwyjSLH0oiw&oe=68E87611&_nc_sid=10d13b,Happy Sunday✨🌸,,,
2025-05-29,1376,2824,22,206,137,1741,https://scontent-iad3-2.cdninstagram.com/o1/v/t16/f2/m86/AQNFKBh4EBDCxtEC0x2d5TppWwWvmiXP6lxLtiyV2lZ8kAtLCf40-SLhWEvzWBRqMRy-QPfi84GqXKZWxuuGon7ftbdUh7rOrEJkCLM.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=3581460745489174_961002392&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wNjRENjEyNEQwQjBDN0QyNDEwODRFNjk4OURCNkU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRlRSNXgwTlJDQU1GODhEQUZFaHJnLXNrQmc1YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtrh27SepN1BFQIoAkMzLBc%2F9MzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=a0724d0d2e&ccb=9-4&oh=00_AfdNMH54IRUsd2LCQREgXiCgRAKNGUpLeBDKXPFS0p1fkg&oe=68E870F8&_nc_sid=10d13b,🥰,,,
